#T_e[K]	nu_ee_Fourment[1/s]	nu_ee_Kirkwood[1/s]	nu_ei[1/s]	nu_c[1/s]	nu_tot_Fourment[1/s]	nu_tot_Kirkwood[1/s]
3.116411641164116e+02	0.000000000000000e+00	4.674635036253286e+11	1.449275362318841e+14	1.729936085522633e+16	1.449275362318841e+14	1.453949997355094e+14
3.126112611261126e+02	0.000000000000000e+00	4.703783352850598e+11	1.449275362318841e+14	1.729941217277542e+16	1.449275362318841e+14	1.453979145671691e+14
3.135813581358136e+02	0.000000000000000e+00	4.733022263232172e+11	1.449275362318841e+14	1.729946349017228e+16	1.449275362318841e+14	1.454008384582073e+14
3.145514551455145e+02	0.000000000000000e+00	4.762351767398010e+11	1.449275362318841e+14	1.729951480741691e+16	1.449275362318841e+14	1.454037714086239e+14
3.155215521552155e+02	0.000000000000000e+00	4.791771865348110e+11	1.449275362318841e+14	1.729956612450931e+16	1.449275362318841e+14	1.454067134184189e+14
3.164916491649165e+02	0.000000000000000e+00	4.821282557082471e+11	1.449275362318841e+14	1.729961744144949e+16	1.449275362318841e+14	1.454096644875923e+14
3.174617461746175e+02	0.000000000000000e+00	4.850883842601096e+11	1.449275362318841e+14	1.729966875823745e+16	1.449275362318841e+14	1.454126246161442e+14
3.184318431843184e+02	0.000000000000000e+00	4.880575721903983e+11	1.449275362318841e+14	1.729972007487318e+16	1.449275362318841e+14	1.454155938040745e+14
3.194019401940194e+02	0.000000000000000e+00	4.910358194991131e+11	1.449275362318841e+14	1.729977139135668e+16	1.449275362318841e+14	1.454185720513832e+14
3.203720372037204e+02	0.000000000000000e+00	4.940231261862543e+11	1.449275362318841e+14	1.729982270768797e+16	1.449275362318841e+14	1.454215593580703e+14
3.213421342134213e+02	0.000000000000000e+00	4.970194922518217e+11	1.449275362318841e+14	1.729987402386705e+16	1.449275362318841e+14	1.454245557241359e+14
3.223122312231223e+02	0.000000000000000e+00	5.000249176958153e+11	1.449275362318841e+14	1.729992533989390e+16	1.449275362318841e+14	1.454275611495799e+14
3.232823282328233e+02	0.000000000000000e+00	5.030394025182352e+11	1.449275362318841e+14	1.729997665576854e+16	1.449275362318841e+14	1.454305756344023e+14
3.242524252425243e+02	0.000000000000000e+00	5.060629467190815e+11	1.449275362318841e+14	1.730002797149096e+16	1.449275362318841e+14	1.454335991786032e+14
3.252225222522252e+02	0.000000000000000e+00	5.090955502983539e+11	1.449275362318841e+14	1.730007928706117e+16	1.449275362318841e+14	1.454366317821824e+14
3.261926192619262e+02	0.000000000000000e+00	5.121372132560525e+11	1.449275362318841e+14	1.730013060247916e+16	1.449275362318841e+14	1.454396734451401e+14
3.271627162716272e+02	0.000000000000000e+00	5.151879355921774e+11	1.449275362318841e+14	1.730018191774495e+16	1.449275362318841e+14	1.454427241674762e+14
3.281328132813281e+02	0.000000000000000e+00	5.182477173067285e+11	1.449275362318841e+14	1.730023323285853e+16	1.449275362318841e+14	1.454457839491908e+14
3.291029102910291e+02	0.000000000000000e+00	5.213165583997059e+11	1.449275362318841e+14	1.730028454781989e+16	1.449275362318841e+14	1.454488527902838e+14
3.300730073007301e+02	0.000000000000000e+00	5.243944588711094e+11	1.449275362318841e+14	1.730033586262906e+16	1.449275362318841e+14	1.454519306907552e+14
3.310431043104310e+02	0.000000000000000e+00	5.274814187209394e+11	1.449275362318841e+14	1.730038717728602e+16	1.449275362318841e+14	1.454550176506050e+14
3.320132013201320e+02	0.000000000000000e+00	5.305774379491954e+11	1.449275362318841e+14	1.730043849179077e+16	1.449275362318841e+14	1.454581136698332e+14
3.329832983298330e+02	0.000000000000000e+00	5.336825165558778e+11	1.449275362318841e+14	1.730048980614332e+16	1.449275362318841e+14	1.454612187484399e+14
3.339533953395339e+02	0.000000000000000e+00	5.367966545409863e+11	1.449275362318841e+14	1.730054112034367e+16	1.449275362318841e+14	1.454643328864251e+14
3.349234923492349e+02	0.000000000000000e+00	5.399198519045214e+11	1.449275362318841e+14	1.730059243439182e+16	1.449275362318841e+14	1.454674560837886e+14
3.358935893589359e+02	0.000000000000000e+00	5.430521086464825e+11	1.449275362318841e+14	1.730064374828777e+16	1.449275362318841e+14	1.454705883405305e+14
3.368636863686369e+02	0.000000000000000e+00	5.461934247668698e+11	1.449275362318841e+14	1.730069506203152e+16	1.449275362318841e+14	1.454737296566509e+14
3.378337833783378e+02	0.000000000000000e+00	5.493438002656834e+11	1.449275362318841e+14	1.730074637562308e+16	1.449275362318841e+14	1.454768800321498e+14
3.388038803880388e+02	0.000000000000000e+00	5.525032351429232e+11	1.449275362318841e+14	1.730079768906245e+16	1.449275362318841e+14	1.454800394670270e+14
3.397739773977398e+02	0.000000000000000e+00	5.556717293985892e+11	1.449275362318841e+14	1.730084900234962e+16	1.449275362318841e+14	1.454832079612827e+14
3.407440744074407e+02	0.000000000000000e+00	5.588492830326816e+11	1.449275362318841e+14	1.730090031548460e+16	1.449275362318841e+14	1.454863855149168e+14
3.417141714171417e+02	0.000000000000000e+00	5.620358960452002e+11	1.449275362318841e+14	1.730095162846739e+16	1.449275362318841e+14	1.454895721279292e+14
3.426842684268427e+02	0.000000000000000e+00	5.652315684361450e+11	1.449275362318841e+14	1.730100294129798e+16	1.449275362318841e+14	1.454927678003202e+14
3.436543654365437e+02	0.000000000000000e+00	5.684363002055162e+11	1.449275362318841e+14	1.730105425397640e+16	1.449275362318841e+14	1.454959725320896e+14
3.446244624462446e+02	0.000000000000000e+00	5.716500913533136e+11	1.449275362318841e+14	1.730110556650262e+16	1.449275362318841e+14	1.454991863232374e+14
3.455945594559456e+02	0.000000000000000e+00	5.748729418795371e+11	1.449275362318841e+14	1.730115687887666e+16	1.449275362318841e+14	1.455024091737636e+14
3.465646564656466e+02	0.000000000000000e+00	5.781048517841869e+11	1.449275362318841e+14	1.730120819109852e+16	1.449275362318841e+14	1.455056410836682e+14
3.475347534753475e+02	0.000000000000000e+00	5.813458210672629e+11	1.449275362318841e+14	1.730125950316820e+16	1.449275362318841e+14	1.455088820529513e+14
3.485048504850485e+02	0.000000000000000e+00	5.845958497287651e+11	1.449275362318841e+14	1.730131081508569e+16	1.449275362318841e+14	1.455121320816128e+14
3.494749474947495e+02	0.000000000000000e+00	5.878549377686937e+11	1.449275362318841e+14	1.730136212685101e+16	1.449275362318841e+14	1.455153911696528e+14
3.504450445044504e+02	0.000000000000000e+00	5.911230851870486e+11	1.449275362318841e+14	1.730141343846414e+16	1.449275362318841e+14	1.455186593170711e+14
3.514151415141514e+02	0.000000000000000e+00	5.944002919838296e+11	1.449275362318841e+14	1.730146474992510e+16	1.449275362318841e+14	1.455219365238679e+14
3.523852385238524e+02	0.000000000000000e+00	5.976865581590367e+11	1.449275362318841e+14	1.730151606123389e+16	1.449275362318841e+14	1.455252227900431e+14
3.533553355335533e+02	0.000000000000000e+00	6.009818837126703e+11	1.449275362318841e+14	1.730156737239050e+16	1.449275362318841e+14	1.455285181155967e+14
3.543254325432544e+02	0.000000000000000e+00	6.042862686447302e+11	1.449275362318841e+14	1.730161868339493e+16	1.449275362318841e+14	1.455318225005288e+14
3.552955295529553e+02	0.000000000000000e+00	6.075997129552163e+11	1.449275362318841e+14	1.730166999424720e+16	1.449275362318841e+14	1.455351359448393e+14
3.562656265626563e+02	0.000000000000000e+00	6.109222166441285e+11	1.449275362318841e+14	1.730172130494730e+16	1.449275362318841e+14	1.455384584485282e+14
3.572357235723572e+02	0.000000000000000e+00	6.142537797114670e+11	1.449275362318841e+14	1.730177261549523e+16	1.449275362318841e+14	1.455417900115955e+14
3.582058205820582e+02	0.000000000000000e+00	6.175944021572318e+11	1.449275362318841e+14	1.730182392589098e+16	1.449275362318841e+14	1.455451306340413e+14
3.591759175917592e+02	0.000000000000000e+00	6.209440839814227e+11	1.449275362318841e+14	1.730187523613458e+16	1.449275362318841e+14	1.455484803158655e+14
3.601460146014601e+02	0.000000000000000e+00	6.243028251840399e+11	1.449275362318841e+14	1.730192654622601e+16	1.449275362318841e+14	1.455518390570681e+14
3.611161116111611e+02	0.000000000000000e+00	6.276706257650835e+11	1.449275362318841e+14	1.730197785616527e+16	1.449275362318841e+14	1.455552068576492e+14
3.620862086208621e+02	0.000000000000000e+00	6.310474857245532e+11	1.449275362318841e+14	1.730202916595238e+16	1.449275362318841e+14	1.455585837176086e+14
3.630563056305631e+02	0.000000000000000e+00	6.344334050624493e+11	1.449275362318841e+14	1.730208047558732e+16	1.449275362318841e+14	1.455619696369465e+14
3.640264026402640e+02	0.000000000000000e+00	6.378283837787714e+11	1.449275362318841e+14	1.730213178507011e+16	1.449275362318841e+14	1.455653646156628e+14
3.649964996499650e+02	0.000000000000000e+00	6.412324218735200e+11	1.449275362318841e+14	1.730218309440073e+16	1.449275362318841e+14	1.455687686537576e+14
3.659665966596660e+02	0.000000000000000e+00	6.446455193466947e+11	1.449275362318841e+14	1.730223440357920e+16	1.449275362318841e+14	1.455721817512308e+14
3.669366936693669e+02	0.000000000000000e+00	6.480676761982958e+11	1.449275362318841e+14	1.730228571260552e+16	1.449275362318841e+14	1.455756039080823e+14
3.679067906790679e+02	0.000000000000000e+00	6.514988924283229e+11	1.449275362318841e+14	1.730233702147968e+16	1.449275362318841e+14	1.455790351243124e+14
3.688768876887689e+02	0.000000000000000e+00	6.549391680367764e+11	1.449275362318841e+14	1.730238833020169e+16	1.449275362318841e+14	1.455824753999208e+14
3.698469846984698e+02	0.000000000000000e+00	6.583885030236560e+11	1.449275362318841e+14	1.730243963877155e+16	1.449275362318841e+14	1.455859247349077e+14
3.708170817081708e+02	0.000000000000000e+00	6.618468973889620e+11	1.449275362318841e+14	1.730249094718926e+16	1.449275362318841e+14	1.455893831292730e+14
3.717871787178718e+02	0.000000000000000e+00	6.653143511326942e+11	1.449275362318841e+14	1.730254225545482e+16	1.449275362318841e+14	1.455928505830168e+14
3.727572757275727e+02	0.000000000000000e+00	6.687908642548527e+11	1.449275362318841e+14	1.730259356356823e+16	1.449275362318841e+14	1.455963270961389e+14
3.737273727372738e+02	0.000000000000000e+00	6.722764367554375e+11	1.449275362318841e+14	1.730264487152949e+16	1.449275362318841e+14	1.455998126686395e+14
3.746974697469747e+02	0.000000000000000e+00	6.757710686344485e+11	1.449275362318841e+14	1.730269617933862e+16	1.449275362318841e+14	1.456033073005185e+14
3.756675667566757e+02	0.000000000000000e+00	6.792747598918856e+11	1.449275362318841e+14	1.730274748699560e+16	1.449275362318841e+14	1.456068109917759e+14
3.766376637663766e+02	0.000000000000000e+00	6.827875105277490e+11	1.449275362318841e+14	1.730279879450044e+16	1.449275362318841e+14	1.456103237424118e+14
3.776077607760776e+02	0.000000000000000e+00	6.863093205420387e+11	1.449275362318841e+14	1.730285010185313e+16	1.449275362318841e+14	1.456138455524261e+14
3.785778577857786e+02	0.000000000000000e+00	6.898401899347546e+11	1.449275362318841e+14	1.730290140905369e+16	1.449275362318841e+14	1.456173764218188e+14
3.795479547954795e+02	0.000000000000000e+00	6.933801187058967e+11	1.449275362318841e+14	1.730295271610212e+16	1.449275362318841e+14	1.456209163505900e+14
3.805180518051805e+02	0.000000000000000e+00	6.969291068554652e+11	1.449275362318841e+14	1.730300402299840e+16	1.449275362318841e+14	1.456244653387395e+14
3.814881488148815e+02	0.000000000000000e+00	7.004871543834598e+11	1.449275362318841e+14	1.730305532974255e+16	1.449275362318841e+14	1.456280233862675e+14
3.824582458245825e+02	0.000000000000000e+00	7.040542612898809e+11	1.449275362318841e+14	1.730310663633457e+16	1.449275362318841e+14	1.456315904931739e+14
3.834283428342834e+02	0.000000000000000e+00	7.076304275747279e+11	1.449275362318841e+14	1.730315794277445e+16	1.449275362318841e+14	1.456351666594588e+14
3.843984398439844e+02	0.000000000000000e+00	7.112156532380015e+11	1.449275362318841e+14	1.730320924906220e+16	1.449275362318841e+14	1.456387518851221e+14
3.853685368536854e+02	0.000000000000000e+00	7.148099382797010e+11	1.449275362318841e+14	1.730326055519783e+16	1.449275362318841e+14	1.456423461701638e+14
3.863386338633863e+02	0.000000000000000e+00	7.184132826998270e+11	1.449275362318841e+14	1.730331186118133e+16	1.449275362318841e+14	1.456459495145839e+14
3.873087308730873e+02	0.000000000000000e+00	7.220256864983792e+11	1.449275362318841e+14	1.730336316701269e+16	1.449275362318841e+14	1.456495619183824e+14
3.882788278827883e+02	0.000000000000000e+00	7.256471496753574e+11	1.449275362318841e+14	1.730341447269194e+16	1.449275362318841e+14	1.456531833815594e+14
3.892489248924892e+02	0.000000000000000e+00	7.292776722307621e+11	1.449275362318841e+14	1.730346577821906e+16	1.449275362318841e+14	1.456568139041148e+14
3.902190219021902e+02	0.000000000000000e+00	7.329172541645930e+11	1.449275362318841e+14	1.730351708359406e+16	1.449275362318841e+14	1.456604534860487e+14
3.911891189118912e+02	0.000000000000000e+00	7.365658954768501e+11	1.449275362318841e+14	1.730356838881693e+16	1.449275362318841e+14	1.456641021273609e+14
3.921592159215921e+02	0.000000000000000e+00	7.402235961675333e+11	1.449275362318841e+14	1.730361969388769e+16	1.449275362318841e+14	1.456677598280516e+14
3.931293129312932e+02	0.000000000000000e+00	7.438903562366432e+11	1.449275362318841e+14	1.730367099880633e+16	1.449275362318841e+14	1.456714265881207e+14
3.940994099409941e+02	0.000000000000000e+00	7.475661756841791e+11	1.449275362318841e+14	1.730372230357285e+16	1.449275362318841e+14	1.456751024075682e+14
3.950695069506951e+02	0.000000000000000e+00	7.512510545101411e+11	1.449275362318841e+14	1.730377360818725e+16	1.449275362318841e+14	1.456787872863942e+14
3.960396039603961e+02	0.000000000000000e+00	7.549449927145294e+11	1.449275362318841e+14	1.730382491264954e+16	1.449275362318841e+14	1.456824812245986e+14
3.970097009700970e+02	0.000000000000000e+00	7.586479902973441e+11	1.449275362318841e+14	1.730387621695972e+16	1.449275362318841e+14	1.456861842221814e+14
3.979797979797980e+02	0.000000000000000e+00	7.623600472585848e+11	1.449275362318841e+14	1.730392752111778e+16	1.449275362318841e+14	1.456898962791427e+14
3.989498949894989e+02	0.000000000000000e+00	7.660811635982520e+11	1.449275362318841e+14	1.730397882512374e+16	1.449275362318841e+14	1.456936173954823e+14
3.999199919991999e+02	0.000000000000000e+00	7.698113393163453e+11	1.449275362318841e+14	1.730403012897758e+16	1.449275362318841e+14	1.456973475712004e+14
4.008900890089009e+02	0.000000000000000e+00	7.735505744128649e+11	1.449275362318841e+14	1.730408143267932e+16	1.449275362318841e+14	1.457010868062969e+14
4.018601860186019e+02	0.000000000000000e+00	7.772988688878109e+11	1.449275362318841e+14	1.730413273622895e+16	1.449275362318841e+14	1.457048351007719e+14
4.028302830283028e+02	0.000000000000000e+00	7.810562227411827e+11	1.449275362318841e+14	1.730418403962648e+16	1.449275362318841e+14	1.457085924546252e+14
4.038003800380038e+02	0.000000000000000e+00	7.848226359729813e+11	1.449275362318841e+14	1.730423534287190e+16	1.449275362318841e+14	1.457123588678570e+14
4.047704770477048e+02	0.000000000000000e+00	7.885981085832058e+11	1.449275362318841e+14	1.730428664596522e+16	1.449275362318841e+14	1.457161343404673e+14
4.057405740574058e+02	0.000000000000000e+00	7.923826405718566e+11	1.449275362318841e+14	1.730433794890644e+16	1.449275362318841e+14	1.457199188724559e+14
4.067106710671067e+02	0.000000000000000e+00	7.961762319389337e+11	1.449275362318841e+14	1.730438925169556e+16	1.449275362318841e+14	1.457237124638230e+14
4.076807680768077e+02	0.000000000000000e+00	7.999788826844369e+11	1.449275362318841e+14	1.730444055433258e+16	1.449275362318841e+14	1.457275151145685e+14
4.086508650865086e+02	0.000000000000000e+00	8.037905928083665e+11	1.449275362318841e+14	1.730449185681750e+16	1.449275362318841e+14	1.457313268246924e+14
4.096209620962096e+02	0.000000000000000e+00	8.076113623107223e+11	1.449275362318841e+14	1.730454315915034e+16	1.449275362318841e+14	1.457351475941948e+14
4.105910591059106e+02	0.000000000000000e+00	8.114411911915043e+11	1.449275362318841e+14	1.730459446133107e+16	1.449275362318841e+14	1.457389774230756e+14
4.115611561156115e+02	0.000000000000000e+00	8.152800794507125e+11	1.449275362318841e+14	1.730464576335971e+16	1.449275362318841e+14	1.457428163113348e+14
4.125312531253126e+02	0.000000000000000e+00	8.191280270883474e+11	1.449275362318841e+14	1.730469706523626e+16	1.449275362318841e+14	1.457466642589724e+14
4.135013501350135e+02	0.000000000000000e+00	8.229850341044081e+11	1.449275362318841e+14	1.730474836696072e+16	1.449275362318841e+14	1.457505212659885e+14
4.144714471447145e+02	0.000000000000000e+00	8.268511004988951e+11	1.449275362318841e+14	1.730479966853309e+16	1.449275362318841e+14	1.457543873323830e+14
4.154415441544155e+02	0.000000000000000e+00	8.307262262718083e+11	1.449275362318841e+14	1.730485096995338e+16	1.449275362318841e+14	1.457582624581559e+14
4.164116411641164e+02	0.000000000000000e+00	8.346104114231478e+11	1.449275362318841e+14	1.730490227122157e+16	1.449275362318841e+14	1.457621466433072e+14
4.173817381738174e+02	0.000000000000000e+00	8.385036559529136e+11	1.449275362318841e+14	1.730495357233768e+16	1.449275362318841e+14	1.457660398878370e+14
4.183518351835183e+02	0.000000000000000e+00	8.424059598611056e+11	1.449275362318841e+14	1.730500487330171e+16	1.449275362318841e+14	1.457699421917452e+14
4.193219321932193e+02	0.000000000000000e+00	8.463173231477239e+11	1.449275362318841e+14	1.730505617411366e+16	1.449275362318841e+14	1.457738535550318e+14
4.202920292029203e+02	0.000000000000000e+00	8.502377458127683e+11	1.449275362318841e+14	1.730510747477352e+16	1.449275362318841e+14	1.457777739776968e+14
4.212621262126213e+02	0.000000000000000e+00	8.541672278562393e+11	1.449275362318841e+14	1.730515877528131e+16	1.449275362318841e+14	1.457817034597403e+14
4.222322232223222e+02	0.000000000000000e+00	8.581057692781360e+11	1.449275362318841e+14	1.730521007563702e+16	1.449275362318841e+14	1.457856420011622e+14
4.232023202320232e+02	0.000000000000000e+00	8.620533700784595e+11	1.449275362318841e+14	1.730526137584065e+16	1.449275362318841e+14	1.457895896019625e+14
4.241724172417242e+02	0.000000000000000e+00	8.660100302572090e+11	1.449275362318841e+14	1.730531267589221e+16	1.449275362318841e+14	1.457935462621413e+14
4.251425142514252e+02	0.000000000000000e+00	8.699757498143846e+11	1.449275362318841e+14	1.730536397579169e+16	1.449275362318841e+14	1.457975119816984e+14
4.261126112611261e+02	0.000000000000000e+00	8.739505287499867e+11	1.449275362318841e+14	1.730541527553910e+16	1.449275362318841e+14	1.458014867606341e+14
4.270827082708271e+02	0.000000000000000e+00	8.779343670640149e+11	1.449275362318841e+14	1.730546657513444e+16	1.449275362318841e+14	1.458054705989481e+14
4.280528052805280e+02	0.000000000000000e+00	8.819272647564694e+11	1.449275362318841e+14	1.730551787457771e+16	1.449275362318841e+14	1.458094634966405e+14
4.290229022902290e+02	0.000000000000000e+00	8.859292218273500e+11	1.449275362318841e+14	1.730556917386891e+16	1.449275362318841e+14	1.458134654537114e+14
4.299929992999300e+02	0.000000000000000e+00	8.899402382766572e+11	1.449275362318841e+14	1.730562047300805e+16	1.449275362318841e+14	1.458174764701607e+14
4.309630963096309e+02	0.000000000000000e+00	8.939603141043901e+11	1.449275362318841e+14	1.730567177199511e+16	1.449275362318841e+14	1.458214965459884e+14
4.319331933193320e+02	0.000000000000000e+00	8.979894493105498e+11	1.449275362318841e+14	1.730572307083012e+16	1.449275362318841e+14	1.458255256811946e+14
4.329032903290329e+02	0.000000000000000e+00	9.020276438951354e+11	1.449275362318841e+14	1.730577436951306e+16	1.449275362318841e+14	1.458295638757792e+14
4.338733873387339e+02	0.000000000000000e+00	9.060748978581475e+11	1.449275362318841e+14	1.730582566804393e+16	1.449275362318841e+14	1.458336111297422e+14
4.348434843484349e+02	0.000000000000000e+00	9.101312111995856e+11	1.449275362318841e+14	1.730587696642275e+16	1.449275362318841e+14	1.458376674430837e+14
4.358135813581358e+02	0.000000000000000e+00	9.141965839194501e+11	1.449275362318841e+14	1.730592826464951e+16	1.449275362318841e+14	1.458417328158035e+14
4.367836783678368e+02	0.000000000000000e+00	9.182710160177407e+11	1.449275362318841e+14	1.730597956272421e+16	1.449275362318841e+14	1.458458072479018e+14
4.377537753775377e+02	0.000000000000000e+00	9.223545074944576e+11	1.449275362318841e+14	1.730603086064685e+16	1.449275362318841e+14	1.458498907393785e+14
4.387238723872387e+02	0.000000000000000e+00	9.264470583496008e+11	1.449275362318841e+14	1.730608215841744e+16	1.449275362318841e+14	1.458539832902337e+14
4.396939693969397e+02	0.000000000000000e+00	9.305486685831703e+11	1.449275362318841e+14	1.730613345603598e+16	1.449275362318841e+14	1.458580849004672e+14
4.406640664066407e+02	0.000000000000000e+00	9.346593381951661e+11	1.449275362318841e+14	1.730618475350246e+16	1.449275362318841e+14	1.458621955700792e+14
4.416341634163416e+02	0.000000000000000e+00	9.387790671855878e+11	1.449275362318841e+14	1.730623605081689e+16	1.449275362318841e+14	1.458663152990697e+14
4.426042604260426e+02	0.000000000000000e+00	9.429078555544362e+11	1.449275362318841e+14	1.730628734797928e+16	1.449275362318841e+14	1.458704440874385e+14
4.435743574357435e+02	0.000000000000000e+00	9.470457033017103e+11	1.449275362318841e+14	1.730633864498961e+16	1.449275362318841e+14	1.458745819351858e+14
4.445444544454446e+02	0.000000000000000e+00	9.511926104274111e+11	1.449275362318841e+14	1.730638994184790e+16	1.449275362318841e+14	1.458787288423115e+14
4.455145514551455e+02	0.000000000000000e+00	9.553485769315381e+11	1.449275362318841e+14	1.730644123855414e+16	1.449275362318841e+14	1.458828848088156e+14
4.464846484648465e+02	0.000000000000000e+00	9.595136028140912e+11	1.449275362318841e+14	1.730649253510834e+16	1.449275362318841e+14	1.458870498346982e+14
4.474547454745475e+02	0.000000000000000e+00	9.636876880750707e+11	1.449275362318841e+14	1.730654383151049e+16	1.449275362318841e+14	1.458912239199591e+14
4.484248424842484e+02	0.000000000000000e+00	9.678708327144762e+11	1.449275362318841e+14	1.730659512776061e+16	1.449275362318841e+14	1.458954070645985e+14
4.493949394939494e+02	0.000000000000000e+00	9.720630367323082e+11	1.449275362318841e+14	1.730664642385868e+16	1.449275362318841e+14	1.458995992686164e+14
4.503650365036503e+02	0.000000000000000e+00	9.762643001285660e+11	1.449275362318841e+14	1.730669771980472e+16	1.449275362318841e+14	1.459038005320126e+14
4.513351335133514e+02	0.000000000000000e+00	9.804746229032509e+11	1.449275362318841e+14	1.730674901559871e+16	1.449275362318841e+14	1.459080108547873e+14
4.523052305230523e+02	0.000000000000000e+00	9.846940050563612e+11	1.449275362318841e+14	1.730680031124067e+16	1.449275362318841e+14	1.459122302369404e+14
4.532753275327533e+02	0.000000000000000e+00	9.889224465878983e+11	1.449275362318841e+14	1.730685160673060e+16	1.449275362318841e+14	1.459164586784720e+14
4.542454245424543e+02	0.000000000000000e+00	9.931599474978615e+11	1.449275362318841e+14	1.730690290206849e+16	1.449275362318841e+14	1.459206961793819e+14
4.552155215521552e+02	0.000000000000000e+00	9.974065077862506e+11	1.449275362318841e+14	1.730695419725435e+16	1.449275362318841e+14	1.459249427396703e+14
4.561856185618562e+02	0.000000000000000e+00	1.001662127453066e+12	1.449275362318841e+14	1.730700549228818e+16	1.449275362318841e+14	1.459291983593371e+14
4.571557155715572e+02	0.000000000000000e+00	1.005926806498308e+12	1.449275362318841e+14	1.730705678716998e+16	1.449275362318841e+14	1.459334630383824e+14
4.581258125812581e+02	0.000000000000000e+00	1.010200544921976e+12	1.449275362318841e+14	1.730710808189976e+16	1.449275362318841e+14	1.459377367768060e+14
4.590959095909591e+02	0.000000000000000e+00	1.014483342724071e+12	1.449275362318841e+14	1.730715937647750e+16	1.449275362318841e+14	1.459420195746081e+14
4.600660066006601e+02	0.000000000000000e+00	1.018775199904591e+12	1.449275362318841e+14	1.730721067090322e+16	1.449275362318841e+14	1.459463114317887e+14
4.610361036103610e+02	0.000000000000000e+00	1.023076116463538e+12	1.449275362318841e+14	1.730726196517692e+16	1.449275362318841e+14	1.459506123483476e+14
4.620062006200620e+02	0.000000000000000e+00	1.027386092400911e+12	1.449275362318841e+14	1.730731325929859e+16	1.449275362318841e+14	1.459549223242850e+14
4.629762976297629e+02	0.000000000000000e+00	1.031705127716710e+12	1.449275362318841e+14	1.730736455326825e+16	1.449275362318841e+14	1.459592413596008e+14
4.639463946394640e+02	0.000000000000000e+00	1.036033222410936e+12	1.449275362318841e+14	1.730741584708588e+16	1.449275362318841e+14	1.459635694542950e+14
4.649164916491649e+02	0.000000000000000e+00	1.040370376483588e+12	1.449275362318841e+14	1.730746714075149e+16	1.449275362318841e+14	1.459679066083677e+14
4.658865886588659e+02	0.000000000000000e+00	1.044716589934666e+12	1.449275362318841e+14	1.730751843426509e+16	1.449275362318841e+14	1.459722528218187e+14
4.668566856685669e+02	0.000000000000000e+00	1.049071862764170e+12	1.449275362318841e+14	1.730756972762667e+16	1.449275362318841e+14	1.459766080946482e+14
4.678267826782678e+02	0.000000000000000e+00	1.053436194972101e+12	1.449275362318841e+14	1.730762102083624e+16	1.449275362318841e+14	1.459809724268562e+14
4.687968796879688e+02	0.000000000000000e+00	1.057809586558458e+12	1.449275362318841e+14	1.730767231389379e+16	1.449275362318841e+14	1.459853458184425e+14
4.697669766976697e+02	0.000000000000000e+00	1.062192037523241e+12	1.449275362318841e+14	1.730772360679934e+16	1.449275362318841e+14	1.459897282694073e+14
4.707370737073708e+02	0.000000000000000e+00	1.066583547866450e+12	1.449275362318841e+14	1.730777489955287e+16	1.449275362318841e+14	1.459941197797505e+14
4.717071707170717e+02	0.000000000000000e+00	1.070984117588086e+12	1.449275362318841e+14	1.730782619215439e+16	1.449275362318841e+14	1.459985203494722e+14
4.726772677267727e+02	0.000000000000000e+00	1.075393746688147e+12	1.449275362318841e+14	1.730787748460390e+16	1.449275362318841e+14	1.460029299785722e+14
